Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
DBS1,3887,180,60,40,73,322,60,91,109,71,1616.5,80,7589,,,
DBS2,7414.5,155,64,46.5,79,395,75,95.5,127,99,1626,112.5,8626.5,,,
DBS3,6815.5,113,45,39,54.5,559.5,50.5,95.5,101,42.5,1623,36,8108.5,,,
DBS4,4204,90.5,49,40,51,319,47.5,89.5,95.5,49,1478,32,7700,,,
High_DBS,8708,387,62,2751.5,850,2028,466,707,244,345,1780,1391,11463,,,
Med_DBS,9656,310,63.5,1555.5,284.5,2085,305.5,412,322,174.5,1929,1264,12095,,,
Low_DBS,9191,217,56,321,267,2041,143,300.5,290,113,1915,614,11326.5,,,
Blank_DBS,8559,180,57,81,244,2101.5,111.5,280,266,122,1865,70,10384,,,
Std1,6670,7863,1274.5,5679,7955,6627,5134,7238,2666,9323.5,3612,2014,10607,,,
Std2,5027,5767,441,4821,5597,3202,2757,5058.5,1137.5,6971,4445.5,1873,11439.5,,,
Std3,2463,1956,131,2241,402,662,915,1826,292,1664,3530,1033.5,6385,,,
Std4,1968,523,69,776,156,195.5,248,626,155.5,391,3307,369,1502,,,
Std5,1279,164.5,61,257,87.5,108,78,227,129.5,116,2216.5,116,252,,,
Std6,1050,112,58,91,60,77,44,105,134.5,51,1575,54,64,,,
Std7,926,109.5,43,45,46.5,67,34,71.5,139.5,42,1158,36,39,,,
Std8,1000,67,60,34,42,71,34,64,158.5,40,1269.5,35,38,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Per Bead:,50,50,50,50,50,50,50,50,50,50,50,50,50,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",DBS1,1,,,,,,,,,,,,,,
"2(1,B1)",DBS2,1,,,,,,,,,,,,,,
"3(1,C1)",DBS3,1,,,,,,,,,,,,,,
"4(1,D1)",DBS4,1,,,,,,,,,,,,,,
"5(1,E1)",High_DBS,1,,,,,,,,,,,,,,
"6(1,F1)",Med_DBS,1,,,,,,,,,,,,,,
"7(1,G1)",Low_DBS,1,,,,,,,,,,,,,,
"8(1,H1)",Blank_DBS,1,,,,,,,,,,,,,,
"9(1,A2)",Std1,1,,,,,,,,,,,,,,
"10(1,B2)",Std2,1,,,,,,,,,,,,,,
"11(1,C2)",Std3,1,,,,,,,,,,,,,,
"12(1,D2)",Std4,1,,,,,,,,,,,,,,
"13(1,E2)",Std5,1,,,,,,,,,,,,,,
"14(1,F2)",Std6,1,,,,,,,,,,,,,,
"15(1,G2)",Std7,1,,,,,,,,,,,,,,
"16(1,H2)",Std8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,None,None,None,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
"1,A1",Warning,The acquisition had at least one region that did not reach the specified count.,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: 7C880B27,,,,,,,,,,,,,,,,
