DBS1,4261,179,62,44,65,358,64,82,111,73.5,1462,85,7902,,,
DBS2,7470,166,67,54,73,428,78.5,94.5,119,104,1474.5,129,8610,,,
DBS3,6819,114,45,37,55,608,49,101,106,42,1604,34,8040,,,
DBS4,4421,94,51,39,52,337,50,95,100,47,1490.5,36,7753.5,,,
High_DBS,9686,499.5,68,3146,1040,2174.5,516,720,310,288.5,1861,1646.5,12092,,,
Med_DBS,9745,311,62,1556,288.5,2146,306,424,313,161,1851.5,1297,12141,,,
Low_DBS,9214,258.5,59,351.5,247.5,2139.5,149.5,319,297,114.5,1933,679,11444,,,
Blank_DBS,8428,197,61,86.5,261,2058.5,120.5,294,274,115.5,1955,73,9959,,,
Std1,6491,7620.5,786,5638.5,7254.5,6445.5,3472,5216,2191,8298.5,3673,1811,10367.5,,,
Std2,4622,5463.5,393.5,4560.5,5302,2916,2629.5,4707.5,989,6184,4379,1857,11146,,,
Std3,2496,1875,115,2172,381,663,847.5,1823,292,1586,3647,1003,6402,,,
Std4,2061.5,490,69,768,165.5,215.5,244.5,619,160,353.5,3408,373,1453,,,
Std5,1436,180,60,256.5,90,109.5,85,230,148,102,2352,125,242,,,
Std6,1079,113,61,90,59,75,47,110,157,49,1611.5,55,65,,,
Std7,996,79,43,48,51,65,35,72,154.5,41,1316.5,37,40,,,
Std8,1109,76,57,36,43,80,36,66,184,42,1298,32,36,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Per Bead:,50,50,50,50,50,50,50,50,50,50,50,50,50,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",DBS1,1,,,,,,,,,,,,,,
"2(1,B1)",DBS2,1,,,,,,,,,,,,,,
"3(1,C1)",DBS3,1,,,,,,,,,,,,,,
"4(1,D1)",DBS4,1,,,,,,,,,,,,,,
"5(1,E1)",High_DBS,1,,,,,,,,,,,,,,
"6(1,F1)",Med_DBS,1,,,,,,,,,,,,,,
"7(1,G1)",Low_DBS,1,,,,,,,,,,,,,,
"8(1,H1)",Blank_DBS,1,,,,,,,,,,,,,,
"9(1,A2)",Std1,1,,,,,,,,,,,,,,
"10(1,B2)",Std2,1,,,,,,,,,,,,,,
"11(1,C2)",Std3,1,,,,,,,,,,,,,,
"12(1,D2)",Std4,1,,,,,,,,,,,,,,
"13(1,E2)",Std5,1,,,,,,,,,,,,,,
"14(1,F2)",Std6,1,,,,,,,,,,,,,,
"15(1,G2)",Std7,1,,,,,,,,,,,,,,
"16(1,H2)",Std8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,None,None,None,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: 4E4A5A5A,,,,,,,,,,,,,,,,
