Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
DBS1,4277,177,64,43.5,64.5,309.5,61,89,115.5,76.5,1535.5,79,7361,,,
DBS2,7413.5,151,63,47,68,376,76,87,122.5,104,1487,116,8214,,,
DBS3,6458,105,45,37,51,555.5,47,100,98.5,41.5,1574,36,7699.5,,,
DBS4,4304.5,89.5,51,36.5,49,316,46,95.5,100,46,1481,35,7466,,,
High_DBS,9471.5,497,68,2977.5,1017,2011.5,538.5,703,304,354.5,1788,1539,11854,,,
Med_DBS,9154,274,60.5,1464,280,1985.5,312.5,401.5,325,153.5,1836.5,1173.5,11943,,,
Low_DBS,9180,246,57,304.5,247,1880,147.5,303,303,107,1843,593.5,10966,,,
Blank_DBS,8030,185.5,57,81.5,260,1914,113.5,284,265,117,1877.5,69,9763.5,,,
Std1,5879,7418,949,5822,9051.5,6543,4407,5527.5,2236,7432,3831,1883,10289,,,
Std2,4321,4933.5,345,4325,4857,2235.5,2062,3720,922,5500.5,4219,1645.5,10908,,,
Std3,2388,1878.5,122,2084,363,653.5,873,1864.5,310.5,1600.5,3484,996,6268,,,
Std4,1984.5,448,77,677,148,216,212.5,589,169,351.5,3462,333,1340,,,
Std5,1531,180,62,250,89,111,81,222,161.5,109,2191,121,238,,,
Std6,1047,109,63.5,87,53,74,44,101,160,49,1513,54,59,,,
Std7,922,102,39,46,47,58,32,66.5,144.5,42,928.5,37,37,,,
Std8,936,79,50,34,38,55,33,59,151,44,1050,31,36,,,
,,,,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Units:,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
BeadID:,12,22,20,21,15,18,25,26,14,29,27,28,30,,,
Per Bead:,50,50,50,50,50,50,50,50,50,50,50,50,50,,,
,,,,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,,,,
"1(1,A1)",DBS1,1,,,,,,,,,,,,,,
"2(1,B1)",DBS2,1,,,,,,,,,,,,,,
"3(1,C1)",DBS3,1,,,,,,,,,,,,,,
"4(1,D1)",DBS4,1,,,,,,,,,,,,,,
"5(1,E1)",High_DBS,1,,,,,,,,,,,,,,
"6(1,F1)",Med_DBS,1,,,,,,,,,,,,,,
"7(1,G1)",Low_DBS,1,,,,,,,,,,,,,,
"8(1,H1)",Blank_DBS,1,,,,,,,,,,,,,,
"9(1,A2)",Std1,1,,,,,,,,,,,,,,
"10(1,B2)",Std2,1,,,,,,,,,,,,,,
"11(1,C2)",Std3,1,,,,,,,,,,,,,,
"12(1,D2)",Std4,1,,,,,,,,,,,,,,
"13(1,E2)",Std5,1,,,,,,,,,,,,,,
"14(1,F2)",Std6,1,,,,,,,,,,,,,,
"15(1,G2)",Std7,1,,,,,,,,,,,,,,
"16(1,H2)",Std8,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,,,,
Analyte:,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
AnalysisType,None,None,None,None,None,None,None,None,None,None,None,None,None,,,
,,,,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,,,,
CRC32: CD855F96,,,,,,,,,,,,,,,,
